transaction_id,age,country,device_type,transaction_amount,hour_of_day,num_prev_txns,is_international,fraud
tx_000102,72,DE,mobile,130.51,11,2,0,0
tx_000103,18,CA,desktop,846.82,23,5,1,1
tx_000104,72,US,desktop,26.53,5,2,0,0
tx_000105,71,DE,desktop,97.31,6,3,0,0
tx_000106,71,IN,mobile,122.27,16,6,0,0
tx_000107,63,BR,mobile,85.93,21,4,1,0
tx_000108,50,DE,mobile,278.09,8,3,0,0
tx_000109,65,CA,tablet,109.97,3,2,1,1
tx_000110,36,US,mobile,50.27,1,1,0,0
tx_000111,71,BR,mobile,218.97,0,0,0,0
tx_000112,55,NG,tablet,160.84,8,3,0,0
tx_000113,49,CA,tablet,114.64,12,3,0,0
tx_000114,52,NG,mobile,515.14,11,2,0,0
tx_000115,56,DE,desktop,284.98,5,6,0,0
tx_000116,20,GB,mobile,262.13,16,4,0,0
tx_000117,27,US,mobile,289.6,21,2,0,0
tx_000118,34,BR,mobile,278.9,5,4,0,1
tx_000119,25,DE,tablet,167.6,16,0,0,0
tx_000120,47,FR,mobile,111.01,13,1,1,0
tx_000121,63,US,desktop,222.68,16,2,0,0
tx_000122,62,DE,mobile,165.11,0,5,0,0
tx_000123,50,DE,desktop,26.05,16,3,0,0
tx_000124,76,BR,desktop,78.94,17,2,1,0
tx_000125,56,CA,desktop,148.52,16,0,0,0
tx_000126,23,US,tablet,387.27,20,2,0,0
tx_000127,70,IN,desktop,223.42,17,3,0,0
tx_000128,57,CA,desktop,93.98,23,4,0,0
tx_000129,61,CA,mobile,72.45,16,2,0,0
tx_000130,56,FR,tablet,445.78,10,7,0,0
tx_000131,55,US,mobile,173.92,20,3,0,0
tx_000132,24,FR,mobile,3.56,16,1,1,0
tx_000133,56,IN,mobile,182.95,13,5,1,0
tx_000134,72,DE,mobile,330.64,13,5,0,1
tx_000135,38,CA,mobile,70.26,8,7,0,0
tx_000136,58,BR,mobile,210.65,14,2,0,0
tx_000137,20,NG,mobile,226.15,11,0,0,0
tx_000138,41,FR,tablet,74.52,3,3,0,0
tx_000139,47,US,tablet,473.78,10,2,1,0
tx_000140,84,US,mobile,229.14,22,5,0,0
tx_000141,32,FR,tablet,147.89,7,1,0,0
tx_000142,36,US,mobile,174.87,16,6,0,1
tx_000143,45,BR,mobile,61.11,9,5,0,0
tx_000144,85,US,desktop,58.51,6,5,0,0
tx_000145,76,US,desktop,136.58,9,4,0,0
tx_000146,20,NG,desktop,143.87,23,4,0,0
tx_000147,33,NG,mobile,165.74,2,1,0,0
tx_000148,73,NG,mobile,502.46,16,2,0,0
tx_000149,21,IN,mobile,318.03,19,5,0,0
tx_000150,76,DE,tablet,31.73,4,4,0,0
tx_000151,37,FR,mobile,438.93,18,3,0,0
tx_000152,80,CA,mobile,135.68,15,3,0,0
tx_000153,37,CA,mobile,340.09,8,2,0,0
tx_000154,47,CA,desktop,145.01,4,4,0,0
tx_000155,63,DE,mobile,218.17,22,3,0,0
tx_000156,26,GB,desktop,65.93,4,6,0,0
tx_000157,55,BR,mobile,255.88,22,2,0,0
tx_000158,52,IN,mobile,367.78,15,4,0,0
tx_000159,71,NG,mobile,39.53,20,1,0,0
tx_000160,85,DE,mobile,371.78,7,5,1,0
tx_000161,63,IN,desktop,110.6,0,1,0,0
tx_000162,45,IN,desktop,612.92,15,3,0,1
tx_000163,45,CA,mobile,344.55,8,4,1,0
tx_000164,46,IN,mobile,303.31,13,2,0,0
tx_000165,73,CA,mobile,175.69,10,2,0,0
tx_000166,39,DE,desktop,948.81,7,4,0,0
tx_000167,29,GB,tablet,136.41,17,5,0,0
tx_000168,40,US,desktop,80.71,12,2,0,0
tx_000169,19,US,mobile,114.07,15,2,0,0
tx_000170,25,NG,mobile,414.76,16,4,0,0
tx_000171,24,FR,tablet,215.0,16,4,0,0
tx_000172,70,CA,mobile,191.38,7,1,0,0
tx_000173,67,CA,desktop,138.14,18,6,0,0
tx_000174,65,GB,tablet,183.65,5,3,1,0
tx_000175,49,FR,desktop,130.2,22,2,1,0
tx_000176,66,DE,mobile,323.98,19,9,1,0
tx_000177,28,US,mobile,162.7,13,5,0,1
tx_000178,79,BR,tablet,115.95,4,4,1,0
tx_000179,52,DE,mobile,391.0,21,1,0,0
tx_000180,81,DE,desktop,83.19,13,2,0,0
tx_000181,28,IN,mobile,217.32,19,4,0,0
tx_000182,51,DE,desktop,25.82,0,5,0,0
tx_000183,65,NG,desktop,53.59,8,5,0,0
tx_000184,51,US,mobile,148.69,7,3,0,0
tx_000185,48,US,mobile,128.18,19,0,0,0
tx_000186,29,GB,mobile,128.01,11,1,0,0
tx_000187,43,US,desktop,346.78,2,2,0,0
tx_000188,34,GB,desktop,361.13,14,1,0,0
tx_000189,38,DE,mobile,249.97,3,4,0,0
tx_000190,64,DE,desktop,79.01,10,0,0,0
tx_000191,60,US,tablet,182.52,23,2,0,0
tx_000192,59,US,desktop,670.83,10,2,0,0
tx_000193,42,BR,mobile,888.54,10,4,0,0
tx_000194,83,IN,tablet,393.64,0,4,0,0
tx_000195,23,US,desktop,82.01,11,2,0,0
tx_000196,41,DE,mobile,183.8,22,0,0,0
tx_000197,26,US,tablet,237.91,22,4,0,0
tx_000198,41,US,mobile,211.91,23,3,1,0
tx_000199,83,DE,tablet,422.39,8,3,0,0
tx_000200,42,NG,desktop,336.14,1,3,0,0
tx_000201,79,GB,desktop,77.84,5,3,0,0
tx_000202,51,BR,mobile,118.42,5,2,0,0
tx_000203,65,FR,mobile,392.5,1,3,0,0
tx_000204,49,US,mobile,513.66,17,2,0,0
tx_000205,36,BR,desktop,240.13,12,2,0,0
tx_000206,69,US,desktop,556.79,17,2,0,0
tx_000207,83,IN,mobile,220.19,4,4,0,0
tx_000208,35,IN,mobile,91.4,16,1,0,0
tx_000209,70,GB,desktop,314.94,1,0,0,0
tx_000210,35,US,mobile,1147.01,17,3,0,1
tx_000211,66,DE,mobile,61.6,19,3,0,0
tx_000212,71,GB,mobile,542.79,6,2,0,0
tx_000213,48,DE,desktop,302.39,7,3,0,0
tx_000214,68,GB,mobile,112.33,10,5,0,1
tx_000215,36,DE,desktop,26.64,13,4,0,0
tx_000216,23,NG,mobile,14.91,12,1,0,0
tx_000217,24,GB,mobile,127.79,2,4,0,0
tx_000218,48,BR,desktop,267.91,9,2,0,0
tx_000219,79,DE,tablet,372.88,12,3,0,0
tx_000220,26,IN,mobile,433.9,14,0,0,0
tx_000221,48,IN,desktop,250.79,15,2,0,0
tx_000222,65,NG,desktop,222.76,15,1,0,0
tx_000223,31,NG,desktop,152.79,10,3,0,0
tx_000224,67,IN,mobile,272.69,12,3,0,0
tx_000225,38,DE,mobile,113.85,8,3,0,0
tx_000226,72,GB,mobile,64.98,6,2,0,0
tx_000227,57,IN,desktop,212.43,7,5,0,0
tx_000228,55,NG,desktop,353.23,10,7,0,0
tx_000229,30,FR,mobile,51.66,2,5,1,1
tx_000230,49,CA,mobile,127.8,5,2,1,0
tx_000231,76,US,mobile,206.45,2,2,0,0
tx_000232,19,US,mobile,203.12,9,5,1,0
tx_000233,69,BR,desktop,296.64,11,5,0,0
tx_000234,51,IN,mobile,658.21,3,3,0,0
tx_000235,66,GB,desktop,15.13,3,4,0,0
tx_000236,63,US,mobile,677.83,12,4,0,0
tx_000237,47,DE,desktop,638.88,5,3,0,0
tx_000238,38,IN,desktop,377.2,20,3,0,0
tx_000239,60,NG,mobile,236.8,3,3,0,0
tx_000240,27,US,desktop,115.85,11,2,0,0
tx_000241,57,US,desktop,374.0,19,2,0,0
tx_000242,24,US,tablet,246.02,2,4,0,0
tx_000243,62,GB,mobile,155.5,10,4,0,0
tx_000244,60,IN,mobile,367.25,11,4,0,0
tx_000245,23,US,mobile,412.35,13,2,0,0
tx_000246,69,GB,desktop,510.97,21,1,0,0
tx_000247,46,US,mobile,104.79,13,3,1,0
tx_000248,71,GB,tablet,466.99,9,1,0,0
tx_000249,20,US,mobile,157.9,9,5,0,0
tx_000250,30,US,desktop,237.3,14,5,0,0
tx_000251,51,US,mobile,272.85,7,6,0,1
tx_000252,30,BR,mobile,441.33,16,2,0,0
tx_000253,40,FR,mobile,341.22,9,1,0,1
tx_000254,62,BR,desktop,153.35,1,3,0,0
tx_000255,27,US,desktop,18.29,12,3,0,0
tx_000256,64,FR,mobile,294.1,6,2,0,0
tx_000257,25,FR,mobile,229.94,8,5,1,0
tx_000258,29,IN,tablet,60.78,7,0,0,0
tx_000259,57,US,mobile,250.97,3,1,0,0
tx_000260,71,BR,mobile,204.42,6,0,0,0
tx_000261,29,FR,desktop,507.58,21,3,0,0
tx_000262,38,DE,mobile,708.63,7,4,1,0
tx_000263,80,BR,mobile,405.28,17,1,0,0
tx_000264,85,BR,mobile,195.27,9,4,0,0
tx_000265,57,FR,desktop,219.03,1,3,1,0
tx_000266,48,US,mobile,101.45,20,2,1,0
tx_000267,41,US,tablet,119.59,21,1,0,0
tx_000268,59,DE,mobile,186.42,5,7,0,0
tx_000269,58,US,tablet,171.2,4,6,0,0
tx_000270,38,GB,mobile,57.19,22,4,0,0
tx_000271,19,CA,mobile,511.16,2,1,1,1
tx_000272,28,US,mobile,560.05,21,1,0,1
tx_000273,83,US,mobile,500.07,4,2,0,1
tx_000274,46,NG,mobile,572.89,20,4,0,1
tx_000275,50,GB,desktop,845.83,22,3,0,0
tx_000276,49,NG,desktop,103.21,5,3,0,0
tx_000277,71,CA,desktop,822.07,5,0,0,1
tx_000278,22,FR,mobile,152.58,2,2,1,0
tx_000279,23,NG,desktop,326.57,18,5,0,0
tx_000280,36,FR,mobile,43.28,8,4,0,0
tx_000281,51,GB,desktop,136.56,15,11,0,1
tx_000282,63,US,desktop,413.34,14,7,0,0
tx_000283,51,DE,mobile,337.86,12,6,0,1
tx_000284,47,DE,mobile,150.12,5,4,0,0
tx_000285,81,US,tablet,218.95,8,4,0,0
tx_000286,28,BR,mobile,124.43,12,3,0,0
tx_000287,56,BR,desktop,412.55,2,4,0,0
tx_000288,54,US,tablet,534.37,9,6,0,0
tx_000289,50,NG,mobile,103.63,17,0,0,0
tx_000290,72,US,mobile,202.06,10,2,0,0
tx_000291,36,US,mobile,54.75,9,3,0,0
tx_000292,82,DE,desktop,245.34,20,4,0,0
tx_000293,40,IN,mobile,302.32,12,4,0,0
tx_000294,55,DE,mobile,260.58,17,3,0,0
tx_000295,53,BR,mobile,285.29,1,4,0,1
tx_000296,75,FR,tablet,185.51,22,5,1,0
tx_000297,47,IN,desktop,189.05,18,3,0,1
tx_000298,37,IN,mobile,182.12,19,5,0,0
tx_000299,19,CA,tablet,133.02,16,5,0,0
tx_000300,42,BR,desktop,147.54,12,0,0,0
tx_000301,74,IN,tablet,292.43,12,3,0,1
tx_000302,18,BR,mobile,511.53,14,0,0,0
tx_000303,78,GB,mobile,87.37,11,5,0,1
tx_000304,54,US,desktop,188.49,17,6,0,0
tx_000305,27,DE,mobile,70.4,8,7,0,0
tx_000306,38,DE,mobile,135.13,18,3,0,0
tx_000307,55,GB,desktop,154.96,8,5,0,0
tx_000308,39,BR,desktop,232.48,11,2,0,0
tx_000309,25,IN,mobile,227.6,1,2,0,0
tx_000310,63,DE,mobile,200.64,21,4,0,0
tx_000311,63,GB,mobile,275.29,16,2,0,0
tx_000312,26,NG,mobile,95.55,5,6,0,0
tx_000313,37,US,mobile,233.94,1,2,0,0
tx_000314,34,US,mobile,344.73,20,4,0,0
tx_000315,62,DE,desktop,94.43,0,3,0,0
tx_000316,67,GB,mobile,34.1,11,6,0,0
tx_000317,67,US,mobile,410.26,0,2,0,0
tx_000318,81,US,desktop,72.71,16,1,0,0
tx_000319,70,IN,mobile,129.49,4,3,0,1
tx_000320,39,BR,mobile,337.79,10,1,0,1
tx_000321,25,GB,mobile,89.97,13,3,0,0
tx_000322,59,DE,desktop,390.91,8,5,0,0
tx_000323,80,DE,mobile,113.65,16,0,1,0
tx_000324,84,GB,mobile,101.46,12,3,0,0
tx_000325,33,DE,mobile,70.76,10,3,0,0
tx_000326,34,US,desktop,114.56,7,5,0,1
tx_000327,20,IN,desktop,306.31,9,5,0,1
tx_000328,27,US,tablet,129.51,7,0,0,0
tx_000329,55,US,desktop,411.41,13,4,0,0
tx_000330,55,US,mobile,207.0,18,2,0,0
tx_000331,43,US,mobile,221.12,14,2,0,0
tx_000332,39,DE,mobile,98.64,0,8,0,0
tx_000333,74,NG,mobile,453.58,20,1,0,0
tx_000334,49,FR,mobile,346.7,18,1,0,0
tx_000335,72,NG,mobile,339.88,19,2,0,1
tx_000336,83,BR,desktop,177.19,1,4,0,0
tx_000337,39,US,desktop,62.22,19,5,0,0
tx_000338,31,NG,mobile,230.14,11,3,1,1
tx_000339,82,GB,mobile,297.09,20,3,0,0
tx_000340,61,FR,mobile,299.22,18,3,1,0
tx_000341,37,FR,mobile,271.03,21,6,1,1
tx_000342,60,US,mobile,262.92,2,3,1,0
tx_000343,53,BR,mobile,113.16,13,2,0,0
tx_000344,79,BR,mobile,118.11,17,5,0,0
tx_000345,35,NG,tablet,71.44,14,1,0,0
tx_000346,85,US,mobile,414.69,19,4,0,0
tx_000347,81,BR,mobile,687.52,17,3,1,0
tx_000348,30,DE,mobile,1133.28,0,4,0,0
tx_000349,29,GB,mobile,242.2,4,5,0,0
tx_000350,54,IN,mobile,263.4,15,3,0,0
tx_000351,21,US,tablet,182.87,8,2,0,0
tx_000352,38,FR,mobile,239.38,8,6,0,0
tx_000353,47,US,mobile,89.64,21,4,0,0
tx_000354,83,US,tablet,179.95,2,1,0,0
tx_000355,85,CA,mobile,102.21,12,3,0,0
tx_000356,28,DE,mobile,161.9,7,2,0,0
tx_000357,78,BR,desktop,110.16,1,4,0,0
tx_000358,24,US,mobile,297.21,8,4,0,0
tx_000359,68,US,tablet,324.2,9,4,0,0
tx_000360,75,DE,mobile,257.51,10,2,0,0
tx_000361,78,GB,desktop,118.54,3,3,0,0
tx_000362,33,US,mobile,66.61,17,2,0,0
tx_000363,78,FR,desktop,326.77,8,4,1,0
tx_000364,25,US,desktop,206.15,13,4,0,0
tx_000365,53,IN,desktop,32.42,13,5,1,0
tx_000366,49,US,desktop,228.71,13,4,0,0
tx_000367,39,DE,desktop,264.84,12,2,0,0
tx_000368,19,DE,mobile,46.12,7,3,0,0
tx_000369,70,GB,mobile,300.9,11,1,0,1
tx_000370,40,BR,mobile,54.12,12,3,0,0
tx_000371,62,FR,mobile,107.58,0,2,0,1
tx_000372,45,DE,mobile,54.5,17,1,1,0
tx_000373,43,IN,desktop,97.79,10,4,0,0
tx_000374,78,IN,desktop,67.19,7,3,1,0
tx_000375,24,DE,tablet,412.9,0,3,0,0
tx_000376,68,US,mobile,169.69,7,0,0,0
tx_000377,68,US,desktop,141.95,9,2,0,0
tx_000378,43,US,desktop,439.82,20,3,0,1
tx_000379,35,DE,tablet,424.54,15,2,1,0
tx_000380,18,US,desktop,151.45,10,0,0,0
tx_000381,81,CA,mobile,253.86,3,3,0,0
tx_000382,82,BR,mobile,126.51,6,2,0,0
tx_000383,34,US,tablet,190.62,22,4,0,0
tx_000384,20,CA,desktop,79.51,3,4,0,0
tx_000385,26,IN,desktop,281.29,15,1,0,0
tx_000386,22,US,desktop,451.65,12,0,0,0
tx_000387,74,FR,desktop,398.81,5,1,1,0
tx_000388,78,US,desktop,213.52,20,3,0,0
tx_000389,28,DE,tablet,28.75,9,4,0,0
tx_000390,68,IN,desktop,121.59,15,3,0,0
tx_000391,30,US,mobile,190.44,2,2,0,1
tx_000392,42,US,mobile,58.78,23,2,0,0
tx_000393,58,IN,mobile,48.8,0,2,0,0
tx_000394,66,GB,mobile,536.95,7,8,0,0
tx_000395,77,US,desktop,367.27,21,3,0,0
tx_000396,21,FR,desktop,297.03,15,5,0,0
tx_000397,31,IN,mobile,338.22,16,2,0,0
tx_000398,37,FR,mobile,69.38,7,1,0,0
tx_000399,39,US,mobile,94.85,18,4,0,0
tx_000400,85,US,desktop,242.73,22,4,0,0
tx_000401,70,NG,desktop,256.87,14,5,0,0
tx_000402,39,CA,mobile,55.3,5,4,0,0
tx_000403,84,US,mobile,230.19,21,1,0,0
tx_000404,51,US,mobile,193.15,0,4,0,0
tx_000405,52,US,mobile,390.11,21,5,0,0
tx_000406,47,DE,desktop,257.8,0,1,0,0
tx_000407,27,CA,tablet,578.19,1,5,0,0
tx_000408,81,FR,mobile,152.15,1,2,1,0
tx_000409,18,US,mobile,74.03,4,0,0,0
tx_000410,29,GB,mobile,568.06,17,5,0,0
tx_000411,33,GB,mobile,267.67,9,2,1,0
tx_000412,36,IN,mobile,194.03,1,3,1,0
tx_000413,26,DE,mobile,98.11,8,2,0,0
tx_000414,19,DE,mobile,153.6,23,4,0,0
tx_000415,64,US,desktop,147.07,12,4,0,0
tx_000416,83,GB,mobile,70.9,17,6,0,1
tx_000417,26,DE,desktop,18.87,6,4,0,0
tx_000418,38,US,mobile,144.25,12,2,0,0
tx_000419,52,NG,mobile,344.26,19,5,0,1
tx_000420,81,CA,mobile,477.81,16,5,0,0
tx_000421,65,IN,mobile,400.6,0,1,0,0
tx_000422,70,IN,mobile,416.6,14,3,0,0
tx_000423,57,GB,desktop,79.23,18,5,1,0
tx_000424,46,DE,desktop,246.12,3,5,1,1
tx_000425,31,NG,mobile,298.68,9,4,0,0
tx_000426,76,FR,mobile,312.32,15,1,0,0
tx_000427,72,BR,mobile,190.71,0,4,0,0
tx_000428,19,GB,desktop,224.41,17,2,0,0
tx_000429,66,IN,mobile,392.5,20,6,0,0
tx_000430,23,GB,mobile,291.05,12,7,0,0
tx_000431,68,DE,desktop,330.09,10,6,0,0
tx_000432,74,US,desktop,138.81,2,3,1,0
tx_000433,26,FR,desktop,318.04,17,4,0,0
tx_000434,47,NG,mobile,222.19,22,4,1,0
tx_000435,26,BR,mobile,365.73,21,4,0,0
tx_000436,56,IN,mobile,113.13,13,1,0,0
tx_000437,81,NG,desktop,345.44,0,0,0,0
tx_000438,23,BR,desktop,155.3,6,7,0,1
tx_000439,45,BR,mobile,346.55,6,3,1,0
tx_000440,84,US,desktop,247.29,0,5,0,0
tx_000441,38,NG,mobile,210.1,2,4,0,0
tx_000442,26,GB,desktop,162.19,13,2,0,0
tx_000443,51,BR,mobile,194.68,2,3,0,0
tx_000444,52,NG,mobile,144.53,0,0,0,1
tx_000445,63,US,mobile,159.5,22,5,0,0
tx_000446,39,DE,desktop,285.52,14,5,0,0
tx_000447,82,IN,mobile,38.95,19,3,0,0
tx_000448,53,NG,mobile,343.27,5,2,0,0
tx_000449,37,BR,desktop,347.28,8,5,0,0
tx_000450,83,BR,desktop,166.12,14,3,1,0
tx_000451,80,DE,desktop,228.79,16,5,0,0
tx_000452,51,US,desktop,88.92,8,3,1,0
tx_000453,19,US,desktop,272.44,22,3,0,1
tx_000454,58,BR,desktop,99.35,16,4,0,0
tx_000455,55,US,mobile,5.5,5,1,1,0
tx_000456,28,US,mobile,465.55,2,2,0,0
tx_000457,61,US,mobile,79.98,0,7,1,0
tx_000458,75,CA,mobile,191.46,20,3,0,0
tx_000459,25,FR,mobile,235.28,19,4,0,0
tx_000460,67,US,mobile,285.07,11,1,0,0
tx_000461,27,CA,mobile,204.68,17,1,0,0
tx_000462,68,FR,desktop,250.73,21,2,0,0
tx_000463,46,FR,desktop,163.02,3,5,0,0
tx_000464,18,US,mobile,47.34,23,2,0,0
tx_000465,83,DE,tablet,198.72,11,1,0,0
tx_000466,29,US,mobile,313.33,10,3,1,0
tx_000467,58,DE,mobile,84.66,3,5,0,0
tx_000468,30,US,mobile,237.07,16,3,0,0
tx_000469,81,GB,mobile,654.95,14,3,0,0
tx_000470,68,US,mobile,188.83,0,4,1,0
tx_000471,72,BR,desktop,196.39,15,3,1,1
tx_000472,47,US,mobile,43.2,3,2,1,0
tx_000473,49,IN,mobile,75.51,6,3,0,0
tx_000474,61,BR,mobile,100.32,14,4,0,0
tx_000475,71,US,mobile,304.76,18,4,0,0
tx_000476,75,DE,desktop,90.11,3,4,0,0
tx_000477,19,GB,desktop,268.4,11,1,1,0
tx_000478,63,US,desktop,108.62,6,1,0,0
tx_000479,25,US,mobile,45.1,16,1,0,0
tx_000480,37,GB,mobile,331.32,19,5,0,0
tx_000481,74,US,mobile,148.4,15,3,0,0
tx_000482,35,IN,desktop,286.59,19,2,0,0
tx_000483,72,BR,mobile,43.4,10,3,0,0
tx_000484,49,IN,mobile,16.26,14,5,0,0
tx_000485,33,IN,mobile,220.73,7,6,0,0
tx_000486,40,DE,desktop,72.94,23,3,0,0
tx_000487,54,CA,mobile,218.37,4,1,0,1
tx_000488,70,BR,tablet,221.92,22,2,1,0
tx_000489,59,DE,mobile,201.24,17,2,0,0
tx_000490,81,US,mobile,414.34,23,2,0,0
tx_000491,77,BR,mobile,264.99,15,2,1,0
tx_000492,69,FR,mobile,654.52,8,3,0,1
tx_000493,59,IN,mobile,151.7,6,2,0,0
tx_000494,37,FR,desktop,60.07,4,2,1,0
tx_000495,46,CA,mobile,115.11,23,2,0,0
tx_000496,26,NG,mobile,159.14,2,4,0,0
tx_000497,43,CA,mobile,691.08,19,5,0,0
tx_000498,81,US,mobile,210.08,16,2,0,0
tx_000499,46,FR,tablet,424.93,3,0,0,0
tx_000500,25,US,mobile,141.57,21,1,0,0
tx_000501,62,FR,desktop,127.66,3,1,0,0
tx_000502,83,BR,mobile,41.43,3,7,0,0
tx_000503,76,FR,mobile,676.53,13,6,0,1
tx_000504,36,FR,desktop,522.69,2,5,0,1
tx_000505,48,NG,mobile,238.89,2,6,0,0
tx_000506,54,FR,desktop,166.75,14,10,0,0
tx_000507,34,DE,mobile,216.19,23,1,0,0
tx_000508,36,IN,mobile,57.62,1,5,0,1
tx_000509,34,BR,desktop,286.21,15,2,0,0
tx_000510,85,US,mobile,494.03,14,8,0,0
tx_000511,68,US,tablet,510.81,1,0,0,0
tx_000512,75,CA,tablet,43.42,3,3,0,0
tx_000513,73,IN,mobile,422.25,10,4,0,0
tx_000514,83,US,mobile,58.02,16,6,0,0
tx_000515,25,IN,desktop,18.0,5,3,1,0
tx_000516,77,BR,mobile,433.16,10,0,0,0
tx_000517,22,BR,desktop,132.23,11,2,0,0
tx_000518,50,DE,mobile,392.2,17,5,0,0
tx_000519,58,FR,mobile,368.33,5,4,0,0
